source_label,native_category,visual_category,occurrence_count,workflow_ids,semantic_role,canonical_role_iri,role_assignment,decision,mapping_state,anchor_iri,confidence,rationale 
dip-and-pull operando/in-situ XPS,,method,6,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; density-potential-functional-theory-applied-to-supported-electrocatalysts; dft-onto-idealized-surfaces; dip-and-pull-operando-or-in-situ-xps; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/dip-and-pull-operando-in-situ-xps-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Distribution of contact angles in CCL FIB-SEM image from ionomer reconstruction,,method,12,cea-mea-model-europium-2d; determination-of-cl-saturation-by-saxs-or-sans; distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; electron-tomography-for-pt-c-and-ionomer-distribution-in-cl; fitting-of-the-europium-model; high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-prediction; image-classification-on-tem-data; inpt-cl-process-model; ionomer-reconstruction-in-ccl-3d-images,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Dropcasted Ink on GC Tips,,method,5,accelerated-stress-test-ast-on-nanostructured-electrodes; dropcasted-ink-on-gc-tips; eis-on-nanostructured-electrodes; impregnation-by-immersion-and-blade-coating; rde-on-nanostructured-electrodes,Manufacturing,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,dropcasted_ink_is_manufacturing,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/dropcasted-ink-on-gc-tips-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
ECSA,component,component,3,cea-mea-model-europium-2d; differential-cell-testing; fitting-of-the-europium-model,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,explicit_mapping,strict_alt_label,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea,high,Reviewed standard abbreviation for electrochemically active surface area.
ECSA (aged),component,component,5,0d-particle-population-degradation-model-coupled-with-performance-model-fitting; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; 0d-particle-population-degradation-model-fitting; 0d-particle-population-degradation-model-prediction,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,component_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ecsa-aged-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Effective size of solvated ions,LRE,device,3,density-potential-functional-theory-applied-to-supported-electrocatalysts; hierarchical-model-for-electrocatalytic-reactions; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,lre_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/effective-size-of-solvated-ions-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
EIS on nanostructured electrodes,,method,8,dropcasted-ink-on-gc-tips; eis-on-nanostructured-electrodes; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/eis-on-nanostructured-electrodes-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
EIS on PEWE cells,,method,3,eis-on-pewe-cells; fitting-of-the-europium-model; iet-1d-performance-model-for-mea-fitting,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,eis_on_pewe_is_measurement,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/eis-on-pewe-cells-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrical conductivity,,method,16,cea-mea-model-europium-2d; electrical-conductivity; fitting-of-the-europium-model; gdl-compressability; image-parameter-extraction-2d; image-x-ray-tomography-data-parameter-extraction-3d; impregnation-by-immersion-and-blade-coating; microscopy-sem-and-optical-in-mea-cross-section; mpl-parameter-estimation-from-gdl-and-substrate-data; sem-and-edx; sem-and-fib-layer,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrical-conductivity-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrical contact resistance,,method,16,cea-mea-model-europium-2d; electrical-contact-resistance; fitting-of-the-europium-model; gdl-compressability; image-parameter-extraction-2d; image-x-ray-tomography-data-parameter-extraction-3d; impregnation-by-immersion-and-blade-coating; microscopy-sem-and-optical-in-mea-cross-section; mpl-parameter-estimation-from-gdl-and-substrate-data; sem-and-edx; sem-and-fib-layer,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrical-contact-resistance-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrical TLM characterization of a GDL with defined compression,,method,16,cea-mea-model-europium-2d; electrical-tlm-characterization-of-a-gdl-with-defined-compression; fitting-of-the-europium-model; gdl-compressability; image-parameter-extraction-2d; image-x-ray-tomography-data-parameter-extraction-3d; impregnation-by-immersion-and-blade-coating; microscopy-sem-and-optical-in-mea-cross-section; mpl-parameter-estimation-from-gdl-and-substrate-data; sem-and-edx; sem-and-fib-layer,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrical-tlm-characterization-of-a-gdl-with-defined-compression-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrocatalyst structure,material,material,2,image-tem-data-parameter-extraction-3d; sem-and-fib-powder,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrocatalyst-structure-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrochemical protocol,device,device,1,rotating-ring-disk-electrode-rrde,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrochemical-protocol-device,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrode chemistry,material,material,10,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; density-potential-functional-theory-applied-to-supported-electrocatalysts; dft-onto-idealized-surfaces; dip-and-pull-operando-or-in-situ-xps; irras-operando-or-in-situ-ftir; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls; operando-or-in-situ-xas-photon-out; operando-saxs-or-waxs-small-or-wide-angle-x-ray-spectroscopy; thin-windows-operando-or-in-situ-xps,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,electrode_chemistry_is_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrode-chemistry-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrode morphology,material,material,9,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; density-potential-functional-theory-applied-to-supported-electrocatalysts; dft-onto-idealized-surfaces; dip-and-pull-operando-or-in-situ-xps; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls; operando-or-in-situ-xas-photon-out; operando-saxs-or-waxs-small-or-wide-angle-x-ray-spectroscopy; thin-windows-operando-or-in-situ-xps,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrode-morphology-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrode physics,material,material,1,density-potential-functional-theory-applied-to-supported-electrocatalysts,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,electrode_physics_is_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrode-physics-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrodeposition precursors,material,material,1,transparent-electrodes-for-clsm-applications,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,electrodeposition_precursors_are_matter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrodeposition-precursors-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Electrolyte,material,material,22,accelerated-stress-test-ast-on-nanostructured-electrodes; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m2; development-of-a-zero-gap-cell-for-gde-based-spectrocopy-measurement; dip-and-pull-operando-or-in-situ-xps; eis-on-nanostructured-electrodes; gde-cell-for-electrochemical-studies; in-situ-fourier-transformed-ir-in-atr-configuration; irras-operando-or-in-situ-ftir; model-electrochemistry-in-a-rde-cell; operando-or-in-situ-xas-photon-out; operando-saxs-or-waxs-small-or-wide-angle-x-ray-spectroscopy; ptl-corrosion-measurement; rde-on-mono-or-polycrystalline-electrodes; rde-on-nanostructured-electrodes; rotating-ring-disk-electrode-rrde; rrde-on-model-electrodes-in-acidic-solutions; rrde-on-model-electrodes-in-alkaline-solutions; thin-windows-operando-or-in-situ-xps; three-electrode-cell-assesement-of-cl-by-xas-xanes-exafs-xrd,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,explicit_mapping,new_h2kg_term,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#Electrolyte,high,Reusable electrochemical material category promoted after DECODE recurrence review.
Electrolyte composition,material,material,12,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; accelerated-stress-test-ast-on-nanostructured-electrodes; density-potential-functional-theory-applied-to-supported-electrocatalysts; diffusion-theory; eis-on-nanostructured-electrodes; hierarchical-model-for-electrocatalytic-reactions; model-electrochemistry-in-a-rde-cell; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls; rde-simulation-in-comsol; rotating-ring-disk-electrode-rrde; rrde-simulation-in-comsol; rrde-theory,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/electrolyte-composition,unreviewed,Reviewed recurring DECODE material descriptor anchor pending a domain-specific H2KG alignment decision.
